filename,label,instruction,sampling_rate,duration_sec,audio_path,file_exists
3-126358-A-3.wav,cow,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-126358-A-3.wav,True
1-39835-A-9.wav,crow,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-39835-A-9.wav,True
1-17585-A-7.wav,insects,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-17585-A-7.wav,True
5-203128-B-0.wav,dog,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-203128-B-0.wav,True
5-198891-A-8.wav,sheep,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-198891-A-8.wav,True
1-15689-A-4.wav,frog,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-15689-A-4.wav,True
1-47819-B-5.wav,cat,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-47819-B-5.wav,True
4-133895-A-7.wav,insects,"Task is to categorize the sounds found in the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-133895-A-7.wav,True
1-80785-A-7.wav,insects,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-80785-A-7.wav,True
1-16568-A-3.wav,cow,"We would like you to identify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-16568-A-3.wav,True
1-77160-A-3.wav,cow,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-77160-A-3.wav,True
5-177614-A-5.wav,cat,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-177614-A-5.wav,True
4-164064-A-1.wav,rooster,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-164064-A-1.wav,True
3-102908-A-4.wav,frog,"Kindly categorize the sounds of the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-102908-A-4.wav,True
2-118964-A-0.wav,dog,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-118964-A-0.wav,True
3-257858-A-2.wav,pig,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-257858-A-2.wav,True
5-214869-A-9.wav,crow,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-214869-A-9.wav,True
4-99193-B-4.wav,frog,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-99193-B-4.wav,True
5-213836-C-9.wav,crow,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-213836-C-9.wav,True
5-172639-A-5.wav,cat,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-172639-A-5.wav,True
2-103423-A-3.wav,cow,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-103423-A-3.wav,True
1-260640-C-2.wav,pig,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-260640-C-2.wav,True
5-103416-A-2.wav,pig,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-103416-A-2.wav,True
2-110614-B-8.wav,sheep,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-110614-B-8.wav,True
3-112397-A-9.wav,crow,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-112397-A-9.wav,True
5-248341-C-6.wav,hen,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-248341-C-6.wav,True
4-188703-D-8.wav,sheep,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-188703-D-8.wav,True
2-108767-C-9.wav,crow,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-108767-C-9.wav,True
2-96460-A-1.wav,rooster,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-96460-A-1.wav,True
4-133047-A-5.wav,cat,"We require you to categorize the sounds that belong to the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-133047-A-5.wav,True
4-154793-A-4.wav,frog,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-154793-A-4.wav,True
2-71162-A-1.wav,rooster,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-71162-A-1.wav,True
3-152039-B-3.wav,cow,"Kindly categorize the sounds of the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-152039-B-3.wav,True
5-198891-D-8.wav,sheep,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-198891-D-8.wav,True
3-124376-B-3.wav,cow,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-124376-B-3.wav,True
4-130584-A-4.wav,frog,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-130584-A-4.wav,True
1-208757-C-2.wav,pig,"Please group the sounds related to the environment accordingly. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-208757-C-2.wav,True
2-120586-A-6.wav,hen,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-120586-A-6.wav,True
2-119161-B-8.wav,sheep,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-119161-B-8.wav,True
5-169983-A-5.wav,cat,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-169983-A-5.wav,True
2-108766-A-9.wav,crow,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-108766-A-9.wav,True
5-200334-A-1.wav,rooster,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-200334-A-1.wav,True
4-132383-A-2.wav,pig,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-132383-A-2.wav,True
4-234879-A-6.wav,hen,"We require you to categorize the sounds that belong to the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-234879-A-6.wav,True
3-154957-A-1.wav,rooster,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-154957-A-1.wav,True
5-202795-A-3.wav,cow,"We require you to categorize the sounds that belong to the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-202795-A-3.wav,True
3-20861-A-8.wav,sheep,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-20861-A-8.wav,True
2-108767-B-9.wav,crow,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-108767-B-9.wav,True
1-31836-B-4.wav,frog,"We would like you to identify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-31836-B-4.wav,True
4-120160-A-5.wav,cat,"Kindly categorize the sounds of the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-120160-A-5.wav,True
4-188287-A-9.wav,crow,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-188287-A-9.wav,True
5-233787-A-7.wav,insects,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-233787-A-7.wav,True
4-196672-A-8.wav,sheep,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-196672-A-8.wav,True
2-117271-A-0.wav,dog,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-117271-A-0.wav,True
1-69422-A-3.wav,cow,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-69422-A-3.wav,True
3-146972-A-5.wav,cat,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-146972-A-5.wav,True
5-189795-A-4.wav,frog,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-189795-A-4.wav,True
2-75726-A-6.wav,hen,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-75726-A-6.wav,True
2-103428-A-3.wav,cow,"We would like you to identify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-103428-A-3.wav,True
4-197103-A-6.wav,hen,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-197103-A-6.wav,True
5-187201-A-4.wav,frog,"We require you to categorize the sounds that belong to the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-187201-A-4.wav,True
4-99193-A-4.wav,frog,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-99193-A-4.wav,True
