filename,label,instruction,sampling_rate,duration_sec,audio_path,class_idx
5-177614-A-5.wav,cat,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-177614-A-5.wav,5
5-194899-B-3.wav,cow,"We would like you to identify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-194899-B-3.wav,3
3-102908-A-4.wav,frog,"Kindly categorize the sounds of the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-102908-A-4.wav,4
2-103427-A-3.wav,cow,"Please group the sounds related to the environment accordingly. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-103427-A-3.wav,3
2-76868-A-6.wav,hen,"Please group the sounds related to the environment accordingly. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-76868-A-6.wav,6
3-253084-E-2.wav,pig,"Task is to categorize the sounds found in the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-253084-E-2.wav,2
5-198891-A-8.wav,sheep,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-198891-A-8.wav,8
4-197103-A-6.wav,hen,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-197103-A-6.wav,6
5-248341-C-6.wav,hen,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-248341-C-6.wav,6
2-118072-A-0.wav,dog,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-118072-A-0.wav,0
4-183487-A-1.wav,rooster,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-183487-A-1.wav,1
4-188287-A-9.wav,crow,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-188287-A-9.wav,9
4-213915-C-3.wav,cow,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-213915-C-3.wav,3
4-149940-A-5.wav,cat,"We would like you to identify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-149940-A-5.wav,5
3-253084-D-2.wav,pig,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-253084-D-2.wav,2
2-110010-A-5.wav,cat,"We would like you to identify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-110010-A-5.wav,5
3-187549-B-6.wav,hen,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-187549-B-6.wav,6
2-158746-B-2.wav,pig,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-158746-B-2.wav,2
4-130891-A-7.wav,insects,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-130891-A-7.wav,7
5-117250-A-2.wav,pig,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-117250-A-2.wav,2
2-117271-A-0.wav,dog,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-117271-A-0.wav,0
5-202795-A-3.wav,cow,"We require you to categorize the sounds that belong to the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-202795-A-3.wav,3
1-69422-A-3.wav,cow,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-69422-A-3.wav,3
4-234644-A-2.wav,pig,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-234644-A-2.wav,2
4-138344-A-9.wav,crow,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-138344-A-9.wav,9
3-152039-B-3.wav,cow,"Kindly categorize the sounds of the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-152039-B-3.wav,3
1-31836-A-4.wav,frog,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-31836-A-4.wav,4
2-100786-A-1.wav,rooster,"Please group the sounds related to the environment accordingly. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-100786-A-1.wav,1
1-88574-A-8.wav,sheep,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-88574-A-8.wav,8
3-233151-A-2.wav,pig,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-233151-A-2.wav,2
4-133895-A-7.wav,insects,"Task is to categorize the sounds found in the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-133895-A-7.wav,7
2-82274-B-5.wav,cat,"Kindly categorize the sounds of the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-82274-B-5.wav,5
4-192236-A-0.wav,dog,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-192236-A-0.wav,0
4-234879-A-6.wav,hen,"We require you to categorize the sounds that belong to the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-234879-A-6.wav,6
1-34119-A-1.wav,rooster,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-34119-A-1.wav,1
2-134049-A-6.wav,hen,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-134049-A-6.wav,6
3-253084-A-2.wav,pig,"We require you to categorize the sounds that belong to the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-253084-A-2.wav,2
2-75726-A-6.wav,hen,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-75726-A-6.wav,6
2-119161-B-8.wav,sheep,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-119161-B-8.wav,8
1-72229-A-6.wav,hen,"Please group the sounds related to the environment accordingly. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-72229-A-6.wav,6
4-208021-A-1.wav,rooster,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-208021-A-1.wav,1
4-164064-A-1.wav,rooster,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-164064-A-1.wav,1
4-173865-A-9.wav,crow,"Task is to categorize the sounds found in the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-173865-A-9.wav,9
3-127890-B-9.wav,crow,"We require you to categorize the sounds that belong to the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-127890-B-9.wav,9
1-34094-B-5.wav,cat,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-34094-B-5.wav,5
1-260640-B-2.wav,pig,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-260640-B-2.wav,2
2-71162-A-1.wav,rooster,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-71162-A-1.wav,1
2-95258-B-1.wav,rooster,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-95258-B-1.wav,1
5-213836-B-9.wav,crow,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-213836-B-9.wav,9
4-188703-B-8.wav,sheep,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-188703-B-8.wav,8
2-114280-A-0.wav,dog,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-114280-A-0.wav,0
1-72229-B-6.wav,hen,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-72229-B-6.wav,6
5-194930-B-1.wav,rooster,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-194930-B-1.wav,1
1-15689-A-4.wav,frog,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-15689-A-4.wav,4
5-103422-A-2.wav,pig,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-103422-A-2.wav,2
2-82274-A-5.wav,cat,"Please group the sounds related to the environment accordingly. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-82274-A-5.wav,5
3-112397-A-9.wav,crow,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-112397-A-9.wav,9
5-213836-C-9.wav,crow,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-213836-C-9.wav,9
3-124376-B-3.wav,cow,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-124376-B-3.wav,3
1-59513-A-0.wav,dog,"Please group the sounds related to the environment accordingly. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-59513-A-0.wav,0
5-212454-A-0.wav,dog,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-212454-A-0.wav,0
4-132383-A-2.wav,pig,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-132383-A-2.wav,2
5-200334-A-1.wav,rooster,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-200334-A-1.wav,1
5-200329-C-8.wav,sheep,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-200329-C-8.wav,8
3-127890-A-9.wav,crow,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-127890-A-9.wav,9
2-108767-B-9.wav,crow,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-108767-B-9.wav,9
4-188703-D-8.wav,sheep,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-188703-D-8.wav,8
4-154793-A-4.wav,frog,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-154793-A-4.wav,4
5-195517-A-7.wav,insects,"Can you organize the environmental sounds by their respective categories? The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-195517-A-7.wav,7
5-198278-B-7.wav,insects,"The job is to classify the sounds associated with the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-198278-B-7.wav,7
1-31836-B-4.wav,frog,"We would like you to identify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-31836-B-4.wav,4
2-81270-A-1.wav,rooster,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-81270-A-1.wav,1
2-108767-C-9.wav,crow,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\2-108767-C-9.wav,9
5-194930-A-1.wav,rooster,"Please classify environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-194930-A-1.wav,1
1-77160-A-3.wav,cow,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-77160-A-3.wav,3
5-169983-A-5.wav,cat,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-169983-A-5.wav,5
3-110913-B-7.wav,insects,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-110913-B-7.wav,7
5-248341-B-6.wav,hen,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-248341-B-6.wav,6
1-260640-C-2.wav,pig,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-260640-C-2.wav,2
5-156026-B-4.wav,frog,"We need to classify the environmental sounds. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-156026-B-4.wav,4
5-263831-A-6.wav,hen,"The objective is to classify the sounds originating from the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-263831-A-6.wav,6
3-154957-A-1.wav,rooster,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\3-154957-A-1.wav,1
5-253085-B-3.wav,cow,"Task is to categorize the sounds found in the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\5-253085-B-3.wav,3
1-47819-A-5.wav,cat,"Please organize the environmental sounds into categories. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-47819-A-5.wav,5
1-31251-B-6.wav,hen,"Kindly arrange the environmental sounds into distinct classifications. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\1-31251-B-6.wav,6
4-188703-A-8.wav,sheep,"We require you to categorize the sounds that belong to the environment. The answer could be dog, rooster, pig, cow, frog, cat, hen, insects, sheep, or crow.",44100,5.0,D:\DBS - Sem 2\Deep Learning\CA01\noicy_XD\data\raw\esc50\audio\4-188703-A-8.wav,8
